"arna0440-dos-code_text" "arna0440-source_text" "blac0350-code_text" "dove0550-code_text" "jame0551-code_text" "long0500-code_text" "muno0370-code_text" "olss0551-code_text" "oska0551-code_text" "supn0350-code_text" "vane0560-code_text" "wood0350-code_text" "wood043b-code_text"
"daltlc" 0 0.0360837142169834 0 0 0 0 0 0 0 0 0.0150342028113959 0.0220118864186661 0.0488639139995114
"entry" 0 0 0 0 0 0 0 0 0 0 0.0375855070284898 0.0293491818915548 0.0244319569997557
"flower" 0 0 0 0 0 0 0 0 0 0 0.0751710140569796 0 0
"forbidden" 0 0 0 0 0 0 0 0 0 0 0.0225513042170939 0.0293491818915548 0.073295870999267
"higher" 0 0.0240558094779889 0 0 0 0 0 0 0 0 0.0300684056227919 0.0293491818915548 0
"index" 0 0.0240558094779889 0 0 0 0 0 0 0 0 0.0150342028113959 0.0440237728373322 0
"input" 0 0.0360837142169834 0 0 0 0 0 0 0 0 0.0225513042170939 0.0220118864186661 0.0244319569997557
"invent" 0 0.0360837142169834 0 0 0 0 0 0 0 0 0.00751710140569796 0.0293491818915548 0.0488639139995114
"iobjs" 0 0 0 0 0 0 0 0 0 0 0.0751710140569796 0 0
"len" 0 0 0 0 0 0 0 0 0 0 0.0751710140569796 0 0
"living" 0 0 0 0 0 0 0 0 0 0 0.0751710140569796 0 0
"locked" 0 0 0 0 0 0 0 0 0 0 0.0601368112455837 0.00733729547288869 0.0244319569997557
"lw" 0 0.120279047389945 0 0 0 0 0 0 0 0 0 0 0
"magnm" 0 0 0 0 0 0.255102040816327 0 0 0.209205020920502 0 0 0.0586983637831095 0
"maze" 0 0 0 0 0 0 0 0 0 0 0.0225513042170939 0.0366864773644435 0.0488639139995114
"mermaid" 0 0 0 0 0 0 0 0 0 0 0.0751710140569796 0 0
"nugget" 0 0.0481116189559779 0 0 0 0 0 0 0 0 0.0150342028113959 0.0146745909457774 0.0488639139995114
"outsid" 0 0 0 0 0 0 0 0 0 0 0.0601368112455837 0 0.0488639139995114
"pointer" 0 0 0 0 0 0 0 0 0 0 0.0375855070284898 0.0366864773644435 0
"rating" 0 0.0240558094779889 0 0 0 0 0 0 0 0 0.0451026084341878 0.0146745909457774 0
"scoring" 0 0 0 0 0 0 0 0 0 0 0.0225513042170939 0.0440237728373322 0.0244319569997557
"should" 0 0 0 0 0 0 0 0 0 0 0.0225513042170939 0.0513610683102209 0
"tridnt" 0 0.0481116189559779 0 0 0 0 0 0 0 0 0.0225513042170939 0.0146745909457774 0.0244319569997557
"using" 0 0.0120279047389945 0 0 0 0 0 0 0 0 0.0375855070284898 0.0146745909457774 0.0488639139995114
"wait" 0 0 0 0 0 0 0 0 0 0 0.0225513042170939 0.0366864773644435 0.0488639139995114
"wants" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0366864773644435 0.073295870999267
"wear" 0 0 0 0 0 0 0 0 0 0 0.0751710140569796 0 0
"yank" 0 0 0 0 0 0 0 0 0 0 0.0751710140569796 0 0
"ajar" 0 0 0 0 0 0 0 0 0 0 0.0676539126512817 0 0
"book" 0 0 0 0 0 0 0 0 0 0 0.0676539126512817 0 0
"could" 0 0 0 0 0 0 0 0 0 0 0.00751710140569796 0.0220118864186661 0.122159784998778
"course" 0 0 0 0 0 0 0 0 0 0 0.00751710140569796 0.0366864773644435 0.073295870999267
"crown" 0 0.0360837142169834 0 0 0 0 0 0 0 0 0.0451026084341878 0 0
"different" 0 0 0 0 0 0 0 0 0 0 0.0225513042170939 0.0293491818915548 0.0488639139995114
"dropped" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0293491818915548 0.073295870999267
"entries" 0 0 0 0 0 0 0 0 0 0 0.0225513042170939 0.0293491818915548 0.0488639139995114
"fill" 0 0 0 0 0 0 0 0 0 0 0.0375855070284898 0.0220118864186661 0.0244319569997557
"follow" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0293491818915548 0.073295870999267
"following" 0 0 0 0 0 0 0 0 0 0 0.0451026084341878 0.0220118864186661 0
"going" 0 0 0 0 0 0 0 0 0.209205020920502 0 0.0150342028113959 0.0220118864186661 0.073295870999267
"having" 0 0 0 0 0 0 0 0 0 0 0.00751710140569796 0.0293491818915548 0.0977278279990227
"iw" 0 0.10825114265095 0 0 0 0 0 0 0 0 0 0 0
"know" 0 0 0 0 0 0 0 0 0.209205020920502 0 0.0150342028113959 0.0293491818915548 0.0488639139995114
"left" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0293491818915548 0.073295870999267
"maxloc" 0 0 0 0 0 0 0 0 0 0 0.0676539126512817 0 0
"min" 0 0.0240558094779889 0 0 0 0 0 0 0 0 0.0375855070284898 0.0146745909457774 0
"mstart" 0 0.10825114265095 0 0 0 0 0 0 0 0 0 0 0
"openbt" 0 0 0 0 0 0 0 0 0 0 0.0676539126512817 0 0
"others" 0 0 0 0 0 0.255102040816327 0 0 0.209205020920502 0 0.0150342028113959 0.0366864773644435 0
"pick" 0 0 0 0 0 0 0 0 0 0 0.0526197098398857 0.0146745909457774 0
"plover" 0 0 0 0 0 0 0 0 0 0 0.00751710140569796 0.0293491818915548 0.0977278279990227
"poof" 0 0 0 0 0 0.255102040816327 0 0 0.209205020920502 0 0.0225513042170939 0.0293491818915548 0
"posn" 0 0 0 0 0 0 0 0 0 0 0 0.0660356592559982 0
"pour" 0 0 0 0 0 0 0 0 0 0 0.0375855070284898 0.0293491818915548 0
"right" 0 0 0 0 0 0 0 0 0 0 0.0451026084341878 0.0146745909457774 0.0244319569997557
"sloc" 0 0 0 0 0 0 0 0 0 0 0.0676539126512817 0 0
"status" 0 0 0 0 0 0 0 0 0 0 0.0601368112455837 0.00733729547288869 0
"such" 0 0 0 0 0 0 0 0 0 0 0.0225513042170939 0.0220118864186661 0.073295870999267
"wasdark" 0 0 0 0 0 0 0 0 0 0 0.0676539126512817 0 0
"while" 0 0 0 0 0 0 0 0 0 0 0.0225513042170939 0.0220118864186661 0.073295870999267
"wizcom" 0 0 0 0 0 0.255102040816327 0 0 0.209205020920502 0 0 0.0513610683102209 0
"would" 0 0.0240558094779889 0 0 0 0 0 0 0 0 0.0375855070284898 0.0146745909457774 0
"about" 0 0 0 0 0 0 0 0 0 0 0.00751710140569796 0.0366864773644435 0.0488639139995114
"anything" 0 0 0 0 0 0 0 0 0 0 0.0300684056227919 0.0220118864186661 0.0244319569997557
"around" 0 0 0 0 0 0 0 0 0 0 0.0601368112455837 0 0
"available" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0293491818915548 0.0488639139995114
"blank" 0 0 0 0 0 0 0 0 0 0 0.00751710140569796 0.0513610683102209 0
"burden" 0 0 0 0 0 0 0 0 0 0 0.0526197098398857 0.00733729547288869 0
"command" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0366864773644435 0.0244319569997557
"dcmnts" 0 0.0962232379119557 0 0 0 0 0 0 0 0 0 0 0
"down" 0 0 0 0 0 0 0 0 0 0 0.0375855070284898 0.0146745909457774 0.0244319569997557
"drink" 0 0 0 0 0 0 0 0 0 0 0.0375855070284898 0.0220118864186661 0
"edible" 0 0 0 0 0 0 0 0 0 0 0.0601368112455837 0 0
"far" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0293491818915548 0.0488639139995114
"file" 0 0 0 0 0 0 0 0 0 0 0.0526197098398857 0.00733729547288869 0
"glass" 0 0 0 0 0 0 0 0 0 0 0.0601368112455837 0 0
"hall" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0293491818915548 0.0488639139995114
"honey" 0 0 0 0 0 0 0 0 0 0 0.0601368112455837 0 0
"horn" 0 0.0481116189559779 0 0 0 0 0 0 0 0 0.0300684056227919 0 0
"info" 0 0.0120279047389945 0 0 0 0 0 0 0 0 0.0150342028113959 0.0366864773644435 0
"located" 0 0 0 0 0 0 0 0 0 0 0.0225513042170939 0.0220118864186661 0.0488639139995114
"maint" 0 0 0 0 0 0.510204081632653 0 0 0.418410041841004 0 0 0.0293491818915548 0
"max" 0 0.0240558094779889 0 0 0 0 0 0 0 0 0.00751710140569796 0.0366864773644435 0
"mfinis" 0 0.0962232379119557 0 0 0 0 0 0 0 0 0 0 0
"most" 0 0.0120279047389945 0 0 0 0 0 0 0 0 0.0300684056227919 0.0146745909457774 0.0244319569997557
"msk" 0 0 0 0 0 0 0 0 0 0 0 0.0586983637831095 0
"opdump" 0 0.0962232379119557 0 0 0 0 0 0 0 0 0 0 0
"player" 0 0 0 0 0 0 0 0 0 0 0 0.0366864773644435 0.073295870999267
"pole" 0 0 0 0 0 0 0 0 0 0 0.0601368112455837 0 0
"program" 0 0.0360837142169834 0 0 0 0 0 0 0 0 0.00751710140569796 0.0220118864186661 0.0244319569997557
"rdflag" 0 0 0 0 0 0 0 0 0 0 0.0601368112455837 0 0
"select" 0 0 0 0 0 0 0 0 0 0 0.0601368112455837 0 0
"skip" 0 0.0481116189559779 0 0 0 0 0 0 0 0 0 0.0293491818915548 0
"snide" 0 0 0 0 0 0 0 0 0 0 0.0225513042170939 0.0220118864186661 0.0488639139995114
"sound" 0 0 0 0 0 0 0 0 0 0 0.0601368112455837 0 0
"spotted" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0220118864186661 0.073295870999267
"steal" 0 0 0 0 0 0 0 0 0 0 0.0300684056227919 0.0220118864186661 0.0244319569997557
"stop" 0 0.0240558094779889 0 0 0 0 0 0 0 0 0 0.0440237728373322 0
"takes" 0 0 0 0 0 0 0 0 0 0 0.0375855070284898 0.0220118864186661 0
"tell" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0293491818915548 0.0488639139995114
"times" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0293491818915548 0.0488639139995114
"transitive" 0 0 0 0 0 0 0 0 0 0 0.0225513042170939 0.0366864773644435 0
"turn" 0 0.0240558094779889 0 0 0 0 0 0 0 0 0.0375855070284898 0.00733729547288869 0
"txtcom" 0 0.0481116189559779 0 0 0 0 0 0 0 0 0 0.0293491818915548 0
"values" 0 0.0360837142169834 0 0 0 0 0 0 0 0 0.00751710140569796 0.0293491818915548 0
"vec" 0 0 0 0 0 1.02040816326531 0 0 0.836820083682008 0 0 0 0
"via" 0 0 0 0 0 0 0 0 0 0 0.0225513042170939 0.0293491818915548 0.0244319569997557
"wearable" 0 0 0 0 0 0 0 0 0 0 0.0601368112455837 0 0
"well" 0 0 0 0 0 0 0 0 0.209205020920502 0 0.0150342028113959 0.0293491818915548 0.0244319569997557
"across" 0 0 0 0 0 0 0 0 0 0 0.00751710140569796 0.0220118864186661 0.073295870999267
"actually" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0293491818915548 0.0244319569997557
"already" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0293491818915548 0.0244319569997557
"analyse" 0 0 0 0 0 0 0 0 0 0 0.0225513042170939 0.0293491818915548 0
"array" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0293491818915548 0.0244319569997557
"arrays" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0366864773644435 0
"because" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0220118864186661 0.0488639139995114
"blkcom" 0 0.0360837142169834 0 0 0 0 0 0 0 0 0 0.0293491818915548 0
"building" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0220118864186661 0.0488639139995114
"color" 0 0 0 0 0 0 0 0 0 0 0.0526197098398857 0 0
"dat" 0 0 0 0 0 0 0 0 0 0 0.00751710140569796 0.0440237728373322 0
"default" 0 0 0 0 0 0 0 0 0 0 0.0375855070284898 0.0146745909457774 0
"does" 0 0 0 0 0 0 0 0 0 0 0.00751710140569796 0.0293491818915548 0.0488639139995114
"doesn" 0 0 0 0 0 0.255102040816327 0 0 0.209205020920502 0 0.00751710140569796 0.0220118864186661 0.0244319569997557
"dprssn" 0 0.0360837142169834 0 0 0 0 0 0 0 0 0.00751710140569796 0.0146745909457774 0.0244319569997557
"eat" 0 0 0 0 0 0 0 0 0 0 0.0300684056227919 0.0220118864186661 0
"either" 0 0 0 0 0 0 0 0 0 0 0.0300684056227919 0.0220118864186661 0
"elfin" 0 0 0 0 0 0 0 0 0 0 0.0526197098398857 0 0
"entrnc" 0 0.0360837142169834 0 0 0 0 0 0 0 0 0.00751710140569796 0.0146745909457774 0.0244319569997557
"eqv" 0 0 0 0 0 0.76530612244898 0 0 0.627615062761506 0 0.00751710140569796 0 0
"fall" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0220118864186661 0.0488639139995114
"goes" 0 0 0 0 0 0 0 0 0 0 0.00751710140569796 0.0220118864186661 0.073295870999267
"handle" 0 0 0 0 0 0 0 0 0 0 0.00751710140569796 0.0220118864186661 0.073295870999267
"hinged" 0 0 0 0 0 0 0 0 0 0 0.0526197098398857 0 0
"hits" 0 0 0 0 0 0 0 0 0 0 0.0225513042170939 0.0146745909457774 0.0488639139995114
"ho" 0 0.0841953331729613 0 0 0 0 0 0 0 0 0 0 0
"indicates" 0 0.0120279047389945 0 0 0 0 0 0 0 0 0.0225513042170939 0.0220118864186661 0
"insert" 0 0 0 0 0 0 0 0 0 0 0.0526197098398857 0 0
"inventory" 0 0 0 0 0 0 0 0 0 0 0.0300684056227919 0.0220118864186661 0
"ipdump" 0 0.0841953331729613 0 0 0 0 0 0 0 0 0 0 0
"jkk" 0 0 0 0 0 0 0 0 0 0 0.0526197098398857 0 0
"kq" 0 0.0240558094779889 0 0 0 0 0 0 0 0 0 0.0146745909457774 0.073295870999267
"lcc" 0 0.0841953331729613 0 0 0 0 0 0 0 0 0 0 0
"light" 0 0 0 0 0 0 0 0 0 0 0.0225513042170939 0.0220118864186661 0.0244319569997557
"locs" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0293491818915548 0.0244319569997557
"means" 0 0 0 0 0 0 0 0 0 0 0.00751710140569796 0.0293491818915548 0.0488639139995114
"neat" 0 0.0120279047389945 0 0 0 0 0 0 0 0 0.0150342028113959 0.0220118864186661 0.0244319569997557
"newhrx" 0 0 0 0 0 0 0 0 0 0 0 0.0513610683102209 0
"otherwise" 0 0 0 0 0 0 0 0 0 0 0.0300684056227919 0.0220118864186661 0
"pbotl" 0 0.0481116189559779 0 0 0 0 0 0 0 0 0 0.0220118864186661 0
"possible" 0 0.0240558094779889 0 0 0 0 0 0 0 0 0.0150342028113959 0.0220118864186661 0
"ranz" 0 0 0 0 0 0 0 0 0 0 0.0526197098398857 0 0
"remember" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0293491818915548 0.0244319569997557
"required" 0 0 0 0 0 0.255102040816327 0 0 0.209205020920502 0 0.00751710140569796 0.0220118864186661 0.0244319569997557
"run" 0 0 0 0 0 0 0 0 0 0 0 0.0366864773644435 0.0488639139995114
"sections" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0293491818915548 0.0244319569997557
"small" 0 0 0 0 0 0 0 0 0 0 0.0526197098398857 0 0
"spoon" 0 0.0841953331729613 0 0 0 0 0 0 0 0 0 0 0
"thing" 0 0 0 0 0 0 0 0 0 0 0.0300684056227919 0.0146745909457774 0.0244319569997557
"throwc" 0 0.0841953331729613 0 0 0 0 0 0 0 0 0 0 0
"toa" 0 0 0 0 0 0 0 0 0 0 0 0.0513610683102209 0
"trim" 0 0 0 0 0 0 0 0 0 0 0.0526197098398857 0 0
"trndex" 0 0 0 0 0 0 0 0 0 0 0 0 0.17102369899829
"trouble" 0 0 0 0 0 0 0 0 0.209205020920502 0 0.0150342028113959 0.0146745909457774 0.0488639139995114
"version" 0 0.0240558094779889 0 0 0 0 0 0 0 0 0 0.0146745909457774 0.073295870999267
"wearbt" 0 0 0 0 0 0 0 0 0 0 0.0526197098398857 0 0
"witt" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0293491818915548 0.0244319569997557
"wizent" 0 0.0841953331729613 0 0 0 0 0 0 0 0 0 0 0
"access" 0 0 0 0 0 0.255102040816327 0 0 0.209205020920502 0 0.0225513042170939 0.00733729547288869 0
"achieve" 0 0.0240558094779889 0 0 0 0 0 0 0 0 0.0150342028113959 0.0146745909457774 0
"allowed" 0 0 0 0 0 0.255102040816327 0 0 0.209205020920502 0 0.0150342028113959 0.0146745909457774 0
"alternate" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0220118864186661 0.0244319569997557
"answer" 0 0.0120279047389945 0 0 0 0 0 0 0 0 0.0225513042170939 0.0146745909457774 0
"assigned" 0 0 0 0 0 0 0 0 0 0 0.0300684056227919 0.0146745909457774 0
"b" 0 0 0 0 0 0 0 0 0 0 0 0.0440237728373322 0
"blanks" 0 0 0 0 0 0 0 0 0 0 0 0.0440237728373322 0
"break" 0 0 0 0 0 0.255102040816327 0 0 0.209205020920502 0 0.0225513042170939 0.00733729547288869 0
"cases" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0220118864186661 0.0244319569997557
"chem" 0 0 0 0 0 0.76530612244898 0 0 0.627615062761506 0 0 0 0
"cndbit" 0 0 0 0 0 0 0 0 0 0 0 0 0.146591741998534
"comes" 0 0.0120279047389945 0 0 0 0 0 0 0 0 0.0150342028113959 0.0146745909457774 0.0244319569997557
"death" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0146745909457774 0.0488639139995114
"describe" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0146745909457774 0.0488639139995114
"described" 0 0 0 0 0 0 0 0 0 0 0.00751710140569796 0.0293491818915548 0.0244319569997557
"dies" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0146745909457774 0.0488639139995114
"dist" 0 0 0 0 0 0 0 0 0 0 0 0.0440237728373322 0
"distnt" 0 0.0721674284339668 0 0 0 0 0 0 0 0 0 0 0
"enter" 0 0 0 0 0 0 0 0 0 0 0.00751710140569796 0.0146745909457774 0.073295870999267
"exceeds" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0293491818915548 0
"finish" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0220118864186661 0.0244319569997557
"flg" 0 0 0 0 0 0 0 0 0 0 0.0451026084341878 0 0
"giant" 0 0.0120279047389945 0 0 0 0 0 0 0 0 0.0150342028113959 0.0146745909457774 0.0244319569997557
"gnome" 0 0 0 0 0 0 0 0 0 0 0.0451026084341878 0 0
"help" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0146745909457774 0.0488639139995114
"hntmin" 0 0 0 0 0 0 0 0 0 0 0.0451026084341878 0 0
"id" 0 0.0360837142169834 0 0 0 0 0 0 0 0 0 0.0220118864186661 0
"iloc" 0 0 0 0 0 0 0 0 0 0 0.0451026084341878 0 0
"include" 0 0 0 0 0 0 0 0 0 0 0 0.0146745909457774 0.0977278279990227
"initial" 0 0 0 0 0 0 0 0 0 0 0.00751710140569796 0.0366864773644435 0
"initially" 0 0 0 0 0 0 0 0 0 0 0.00751710140569796 0.0293491818915548 0.0244319569997557
"insc" 0 0.0721674284339668 0 0 0 0 0 0 0 0 0 0 0
"iswiz" 0 0 0 0 0 0 0 0 0 0 0.0451026084341878 0 0
"kn" 0 0.0721674284339668 0 0 0 0 0 0 0 0 0 0 0
"known" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0146745909457774 0.0488639139995114
"limits" 0 0 0 0 0 0 0 0 0 0 0.0225513042170939 0.0220118864186661 0
"little" 0 0.0120279047389945 0 0 0 0 0 0 0 0 0.0150342028113959 0.0146745909457774 0.0244319569997557
"lockbt" 0 0 0 0 0 0 0 0 0 0 0.0451026084341878 0 0
"locks" 0 0 0 0 0 0 0 0 0 0 0.0451026084341878 0 0
"lower" 0 0 0 0 0 0 0 0 0 0 0.0451026084341878 0 0
"masks" 0 0 0 0 0 0 0 0 0 0 0 0.0440237728373322 0
"maybe" 0 0 0 0 0 0.255102040816327 0 0 0.209205020920502 0 0.00751710140569796 0.0146745909457774 0.0244319569997557
"met" 0 0 0 0 0 0 0 0 0 0 0.00751710140569796 0.0293491818915548 0.0244319569997557
"mode" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0293491818915548 0
"motd" 0 0 0 0 0 0.255102040816327 0 0 0.209205020920502 0 0 0.0293491818915548 0
"moved" 0 0 0 0 0 0 0 0 0 0 0.00751710140569796 0.0146745909457774 0.073295870999267
"much" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0146745909457774 0.0488639139995114
"mushrm" 0 0 0 0 0 0 0 0 0 0 0.0451026084341878 0 0
"neg" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0146745909457774 0.0488639139995114
"none" 0 0 0 0 0 0 0 0 0 0 0.0300684056227919 0.0146745909457774 0
"nothing" 0 0 0 0 0 0 0 0 0 0 0.0300684056227919 0.00733729547288869 0.0244319569997557
"offer" 0 0 0 0 0 0.255102040816327 0 0 0.209205020920502 0 0 0.0220118864186661 0.0244319569997557
"options" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0293491818915548 0
"otxt" 0 0 0 0 0 0 0 0 0 0 0.0451026084341878 0 0
"over" 0 0 0 0 0 0 0 0 0 0 0.0225513042170939 0.0146745909457774 0.0244319569997557
"passage" 0 0 0 0 0 0 0 0 0 0 0 0.0220118864186661 0.073295870999267
"play" 0 0 0 0 0 0.255102040816327 0 0 0.209205020920502 0 0.0225513042170939 0.00733729547288869 0
"plural" 0 0 0 0 0 0 0 0 0 0 0.0451026084341878 0 0
"property" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0146745909457774 0.0488639139995114
"puzzle" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0146745909457774 0.0488639139995114
"repository" 0 0 0 0 0 0 0 0 0 0 0.0225513042170939 0.0220118864186661 0
"results" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0146745909457774 0.0488639139995114
"resume" 0 0.0120279047389945 0 0 0 0 0 0 0 0 0.0300684056227919 0.00733729547288869 0
"ring" 0 0 0 0 0 0 0 0 0 0 0.0451026084341878 0 0
"rub" 0 0 0 0 0 0 0 0 0 0 0.0225513042170939 0.0220118864186661 0
"runs" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0146745909457774 0.0488639139995114
"setprm" 0 0 0 0 0 0 0 0 0 0 0 0 0.146591741998534
"shoes" 0 0 0 0 0 0 0 0 0 0 0.0451026084341878 0 0
"still" 0 0 0 0 0 0 0 0 0 0 0.0225513042170939 0.0220118864186661 0
"sw" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0146745909457774 0.0488639139995114
"taken" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0220118864186661 0.0244319569997557
"tests" 0 0 0 0 0 0 0 0 0 0 0.00751710140569796 0.0220118864186661 0.0488639139995114
"threatening" 0 0.0120279047389945 0 0 0 0 0 0 0 0 0.0150342028113959 0.0146745909457774 0.0244319569997557
"through" 0 0 0 0 0 0 0 0 0 0 0.00751710140569796 0.0293491818915548 0.0244319569997557
"throwing" 0 0 0 0 0 0 0 0 0 0 0.0300684056227919 0.0146745909457774 0
"unit" 0 0.0240558094779889 0 0 0 0 0 0 0 0 0.0225513042170939 0.00733729547288869 0
"upper" 0 0 0 0 0 0 0 0 0 0 0.0300684056227919 0.0146745909457774 0
"vkey" 0 0 0 0 0 0 0 0 0 0 0.0451026084341878 0 0
"wake" 0 0 0 0 0 0 0 0 0 0 0.0225513042170939 0.0220118864186661 0
"waste" 0 0 0 0 0 0 0 0 0 0 0.0451026084341878 0 0
"wave" 0 0 0 0 0 0 0 0 0 0 0.0225513042170939 0.0220118864186661 0
"were" 0 0.0120279047389945 0 0 0 0 0 0 0 0 0.00751710140569796 0.0146745909457774 0.0488639139995114
"wizards" 0 0 0 0 0 0.510204081632653 0 0 0.418410041841004 0 0 0.0146745909457774 0
"able" 0 0 0 0 0 0 0 0 0 0 0.00751710140569796 0.00733729547288869 0.073295870999267
"additional" 0 0 0 0 0 0 0 0 0 0 0.00751710140569796 0.0146745909457774 0.0488639139995114
"alter" 0 0.0120279047389945 0 0 0 0 0 0 0 0 0 0.0293491818915548 0
"bcross" 0 0 0 0 0 0 0 0 0 0 0.0375855070284898 0 0
"blind" 0 0 0 0 0 0 0 0 0 0 0.0375855070284898 0 0
"cannot" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0146745909457774 0.0244319569997557
"carvng" 0 0 0 0 0 0 0 0 0 0 0.0375855070284898 0 0
"cause" 0 0.0120279047389945 0 0 0 0 0 0 0 0 0.00751710140569796 0.0146745909457774 0.0244319569997557
"change" 0 0 0 0 0 0 0 0 0 0 0.00751710140569796 0.0220118864186661 0.0244319569997557
"character" 0 0 0 0 0 0 0 0 0.209205020920502 0 0.0150342028113959 0.0146745909457774 0
"considered" 0 0 0 0 0 0 0 0 0 0 0.00751710140569796 0.0293491818915548 0
"contain" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0220118864186661 0
"containing" 0 0 0 0 0 0 0 0 0 0 0.0225513042170939 0.0146745909457774 0
"corresponding" 0 0.0120279047389945 0 0 0 0 0 0 0 0 0.0150342028113959 0.0146745909457774 0
"counts" 0 0 0 0 0 0 0 0 0 0 0.00751710140569796 0.0220118864186661 0.0244319569997557
"deadbt" 0 0 0 0 0 0 0 0 0 0 0.0375855070284898 0 0
"delete" 0 0 0 0 0 0 0 0 0 0 0.0375855070284898 0 0
"destination" 0 0 0 0 0 0 0 0 0 0 0.0225513042170939 0.0146745909457774 0
"details" 0 0 0 0 0 0.255102040816327 0 0 0.209205020920502 0 0.00751710140569796 0.0146745909457774 0
"determine" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0220118864186661 0
"device" 0 0.0601395236949723 0 0 0 0 0 0 0 0 0 0 0
"died" 0 0 0 0 0 0 0 0 0 0 0.0225513042170939 0.00733729547288869 0.0244319569997557
"earlier" 0 0 0 0 0 0 0 0 0 0 0 0.0220118864186661 0.0488639139995114
"effect" 0 0 0 0 0 0 0 0 0 0 0.0225513042170939 0.0146745909457774 0
"encounter" 0 0 0 0 0 0 0 0 0 0 0.00751710140569796 0.0146745909457774 0.0488639139995114
"enemies" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0220118864186661 0
"error" 0 0.0240558094779889 0 0 0 0 0 0 0 0 0 0.0220118864186661 0
"followed" 0 0 0 0 0 0 0 0 0 0 0.0225513042170939 0.0146745909457774 0
"follows" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0220118864186661 0
"force" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0146745909457774 0.0244319569997557
"full" 0 0 0 0 0 0 0 0 0 0 0.00751710140569796 0.0146745909457774 0.0488639139995114
"gatloc" 0 0 0 0 0 0 0 0 0 0 0.0375855070284898 0 0
"hasn" 0 0 0 0 0 0 0 0 0 0 0.0300684056227919 0.00733729547288869 0
"hh" 0 0.0601395236949723 0 0 0 0 0 0 0 0 0 0 0
"his" 0 0 0 0 0 0 0 0 0 0 0 0.0293491818915548 0.0244319569997557
"hn" 0 0.0601395236949723 0 0 0 0 0 0 0 0 0 0 0
"holder" 0 0 0 0 0 0 0 0 0 0 0.0375855070284898 0 0
"hy" 0 0.0601395236949723 0 0 0 0 0 0 0 0 0 0 0
"ignore" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0146745909457774 0.0244319569997557
"immovable" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0220118864186661 0
"indeep" 0 0 0 0 0 0 0 0 0 0 0 0 0.122159784998778
"instance" 0 0 0 0 0 0 0 0 0 0 0.0150342028113959 0.0146745909457774 0.0244319569997557
"iran" 0 0.0601395236949723 0 0 0 0 0 0 0 0 0 0 0
