"anon0501-data_text" "arna0440-dos-data_text" "arna0440-linux-data_text" "arna0440-source-data_text" "arna0660-data_text" "arna0770-data_text" "beck0500-data_text" "bhch0565-data_text" "cox_0350-data_text" "CROW0000-data_text" "daim0350-data_text" "ekma0350-data_text" "gill0350-data_text" "goet0350-data_text" "kenn0000-data_text" "kenw0550-data_text" "kine0350-data_text" "kint0350-data_text" "long0500-data_text" "lumm0350-data_text" "malm0350-data_text" "malm1000-data_text" "mcdo0551-data_text" "munk0430-data_text" "nels0350-data_text" "oska0551-data_text" "plat0550-data_text" "plot0350-data_text" "pohl0350-data_text" "russ0000-data_text" "ticm0350-data_text" "vane0560-data_text" "well0550-data_text" "whin0450-data_text" "wood0350-data_text" "wood0430-data_text" "wood043b-data_text"
"don" 0.158037326911499 0.0366246703779666 0.0366246703779666 0.0366246703779666 0.176531671858775 0.256547300908605 0 0 0.225867807893485 0.267379679144385 0.225975261655566 0.260910815939279 0.225198530283276 0.220831799779168 0.223214285714286 0 0.249584026622296 0.247249350970454 0.158037326911499 0.225653206650831 0 0.0255994538783173 0 0.196555597154624 0.0856485198865157 0.147534471996822 0.0813609467455621 0 0.223214285714286 0.267379679144385 0.247249350970454 0 0 0.209043899218836 0.249702734839477 0.196555597154624 0.196555597154624
"n" 0.067730282962071 0.483445648989159 0.483445648989159 0.483445648989159 0.0623052959501558 0.0213789417423838 0 0.158856235107228 0.11887779362815 0.233957219251337 0.118934348239772 0.071157495256167 0.0711153253526135 0.0736105999263894 0.117481203007519 0 0.0713097218920846 0.0123624675485227 0.067730282962071 0.118764845605701 0.0278706800445931 0.147907955741389 0 0.0842381130662673 0.535303249290723 0.607161096294615 0.0616370808678501 0 0.117481203007519 0.233957219251337 0.0123624675485227 0 0.0946457544618713 0.110023104852019 0.0713436385255648 0.0842381130662673 0.0842381130662673
"fin" 0 0.0292997363023733 0.0292997363023733 0.0292997363023733 0.00259605399792316 0.00152706726731313 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.66173570019724 0 0 0 0 0 0 0 0 0 0
"feet" 0.150511739915713 0.0146498681511866 0.0146498681511866 0.0146498681511866 0.103842159916926 0.0656638924944644 0 0.349483717235901 0.237755587256301 0.300802139037433 0.237868696479543 0.213472485768501 0.21334597605784 0.220831799779168 0.234962406015038 0 0.213929165676254 0.222524415873408 0.150511739915713 0.237529691211401 0.315867707172055 0.173507409619706 0 0.187195806813927 0.101707617365237 0.113488055382171 0.101084812623274 0 0.234962406015038 0.300802139037433 0.222524415873408 0 0.297458085451595 0.220046209704038 0.214030915576694 0.187195806813927 0.187195806813927
"lamp" 0.158037326911499 0.00732493407559332 0.00732493407559332 0.00732493407559332 0.116822429906542 0.0870428342368481 0 0.0317712470214456 0.154541131716595 0.167112299465241 0.154614652711703 0.166034155597723 0.165935759156098 0.171758066494909 0.152725563909774 0 0.166389351081531 0.173074545679318 0.158037326911499 0.154394299287411 1.13340765514679 0.0483545239923771 0 0.121677274429053 0.0642363899148868 0.141860069227714 0.290927021696252 0 0.152725563909774 0.167112299465241 0.173074545679318 0 0.0270416441319632 0.143030036307625 0.166468489892985 0.121677274429053 0.121677274429053
"back" 0.17308850090307 0.00732493407559332 0.00732493407559332 0.00732493407559332 0.145379023883697 0.120638314117737 0 0.222398729150119 0.178316690442225 0.167112299465241 0.178401522359657 0.189753320683112 0.189640867606969 0.196294933137038 0.176221804511278 0 0.190159258378892 0.197799480776363 0.17308850090307 0.178147268408551 0.0929022668153103 0.0881758966919817 0 0.224634968176713 0.15523794229431 0.198604096918799 0.145463510848126 0 0.176221804511278 0.167112299465241 0.197799480776363 0 0.256895619253651 0.165034657278028 0.190249702734839 0.224634968176713 0.224634968176713
"bird" 0.0903070439494281 0.00732493407559332 0.00732493407559332 0.00732493407559332 0.137590861889927 0.106894708711919 0 0.0158856235107228 0.19020446980504 0.367647058823529 0.190294957183635 0.201612903225806 0.201493421832405 0.208563366458103 0.18796992481203 0 0.202044212027573 0.210161948324886 0.0903070439494281 0.190023752969121 0.102192493496841 0.0682652103421794 0 0.271433919880195 0.187356137251753 0.124836860920388 0.236686390532544 0 0.18796992481203 0.367647058823529 0.210161948324886 0 0.0270416441319632 0.165034657278028 0.202140309155767 0.271433919880195 0.271433919880195
"forest" 0.0978326309452137 0.00732493407559332 0.00732493407559332 0.00732493407559332 0.257009345794392 0.0641368252271513 0 0.079428117553614 0.11887779362815 0.334224598930481 0.118934348239772 0.118595825426945 0.118525542254356 0.122684333210649 0.117481203007519 0 0.118849536486808 0.13598714303375 0.0978326309452137 0.118764845605701 0.0929022668153103 0.275905225132975 0 0.318232871583677 0.165944007280124 0.147534471996822 0.138067061143984 0 0.117481203007519 0.334224598930481 0.13598714303375 0 0.121687398593835 0.143030036307625 0.118906064209275 0.318232871583677 0.318232871583677
"bear" 0.127934978928356 0.0146498681511866 0.0146498681511866 0.0146498681511866 0.119418483904465 0.0839886997022219 0 0.0158856235107228 0.202092249167855 0 0.202188392007612 0.225332068311195 0.225198530283276 0.233100233100233 0.199718045112782 0 0.225814119324935 0.234886883421931 0.127934978928356 0.201900237529691 0.120772946859903 0.0739539778706943 0 0.177836016473231 0.256945559659547 0.141860069227714 0.276134122287968 0 0.199718045112782 0 0.234886883421931 0 0.0270416441319632 0.187039278248432 0.225921521997622 0.177836016473231 0.177836016473231
"just" 0.0903070439494281 0.00732493407559332 0.00732493407559332 0.00732493407559332 0.186915887850467 0.381766816828281 0 0 0.14265335235378 0.0668449197860963 0.142721217887726 0.142314990512334 0.142230650705227 0.159489633173844 0.140977443609023 0 0.142619443784169 0.148349610582272 0.0903070439494281 0.142517814726841 0.0464511334076551 0.0455101402281196 0.56369785794814 0.149756645451142 0.144531877308495 0.113488055382171 0.0690335305719921 0 0.140977443609023 0.0668449197860963 0.148349610582272 0 0 0.132027725822423 0.14268727705113 0.149756645451142 0.149756645451142
"leads" 0.203190848886213 0 0 0 0.145379023883697 0.0167977399404444 0 0.619539316918189 0.21398002853067 0.167112299465241 0.214081826831589 0.201612903225806 0.201493421832405 0.208563366458103 0.211466165413534 0 0.202044212027573 0.210161948324886 0.203190848886213 0.213776722090261 0.157933853586027 0.179196177148221 0 0.168476226132535 0.0963545848723302 0.158883277535039 0.0986193293885602 0 0.211466165413534 0.167112299465241 0.210161948324886 0 0.527312060573283 0.209043899218836 0.202140309155767 0.168476226132535 0.168476226132535
"d" 0.0978326309452137 0.659244066803399 0.659244066803399 0.659244066803399 0.0597092419522326 0.0931511033061006 0 0 0.0951022349025202 0.0334224598930481 0.0951474785918173 0.094876660341556 0.0948204338034846 0.110415899889584 0.093984962406015 0 0.0950796291894462 0.0988997403881815 0.0978326309452137 0.0950118764845606 0.0185804533630621 0.0455101402281196 0 0.0935979034069637 0.412183501953857 0.136185666458605 0.0345167652859961 0 0.093984962406015 0.0334224598930481 0.0988997403881815 0 0 0.0880184838816151 0.0951248513674197 0.0935979034069637 0.0935979034069637
"walls" 0.195665261890427 0 0 0 0.142782969885774 0.0992593723753531 0 0.460683081810961 0.19020446980504 0.0668449197860963 0.190294957183635 0.177893738140417 0.177788313381534 0.184026499815973 0.18796992481203 0 0.178274304730212 0.18543701322784 0.195665261890427 0.190023752969121 0.148643626904496 0.147907955741389 0 0.149756645451142 0.123119747336866 0.147534471996822 0.0961538461538462 0 0.18796992481203 0.0668449197860963 0.18543701322784 0 0.432666306111412 0.17603696776323 0.178359096313912 0.149756645451142 0.149756645451142
"off" 0.17308850090307 0.02197480222678 0.02197480222678 0.02197480222678 0.145379023883697 0.166450332137131 0 0.11119936457506 0.16642891107941 0.133689839572193 0.16650808753568 0.189753320683112 0.189640867606969 0.184026499815973 0.164473684210526 0 0.190159258378892 0.18543701322784 0.17308850090307 0.166270783847981 0.130063173541434 0.0654208265779219 0 0.196555597154624 0.101707617365237 0.147534471996822 0.113412228796844 0 0.164473684210526 0.133689839572193 0.18543701322784 0 0.0811249323958897 0.275057762130047 0.190249702734839 0.196555597154624 0.196555597154624
"bis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.55818540433925 0 0 0 0 0 0 0 0 0 0
"y" 0.022576760987357 1.08409024318781 1.08409024318781 1.08409024318781 0.0181723779854621 0.0229060090096969 0 0.0317712470214456 0.0237755587256301 0.100267379679144 0.0237868696479543 0.0355787476280835 0.0355576626763067 0.0368052999631947 0.0234962406015038 0 0.0356548609460423 0.0370874026455681 0.022576760987357 0.0237529691211401 0.0185804533630621 0.0625764428136644 0 0.0374391613627855 0.0856485198865157 0.051069624921977 0.0862919132149901 0 0.0234962406015038 0.100267379679144 0.0370874026455681 0 0.0811249323958897 0.0220046209704038 0.0356718192627824 0.0374391613627855 0.0374391613627855
"nothing" 0.127934978928356 0.00732493407559332 0.00732493407559332 0.00732493407559332 0.160955347871236 0.209208215621898 0 0.0317712470214456 0.178316690442225 0.200534759358289 0.178401522359657 0.177893738140417 0.177788313381534 0.171758066494909 0.176221804511278 0 0.178274304730212 0.18543701322784 0.127934978928356 0.178147268408551 0 0.0113775350570299 0 0.149756645451142 0.160590974787217 0.11916245815128 0.138067061143984 0 0.176221804511278 0.200534759358289 0.18543701322784 0 0.0270416441319632 0.17603696776323 0.178359096313912 0.149756645451142 0.149756645451142
"hole" 0.233293196869356 0.00732493407559332 0.00732493407559332 0.00732493407559332 0.0700934579439252 0.0397037489501413 0 0.158856235107228 0.225867807893485 0.233957219251337 0.225975261655566 0.201612903225806 0.21334597605784 0.220831799779168 0.223214285714286 0 0.202044212027573 0.222524415873408 0.233293196869356 0.225653206650831 0.111482720178372 0.145063571977131 0 0.168476226132535 0.123119747336866 0.278045735686319 0.0567061143984221 0 0.223214285714286 0.233957219251337 0.222524415873408 0 0.135208220659816 0.209043899218836 0.214030915576694 0.168476226132535 0.168476226132535
"far" 0.180614087898856 0.0585994726047466 0.0585994726047466 0.0585994726047466 0.0882658359293873 0.151179659463999 0 0.222398729150119 0.19020446980504 0.0334224598930481 0.190294957183635 0.177893738140417 0.177788313381534 0.184026499815973 0.18796992481203 0 0.178274304730212 0.18543701322784 0.180614087898856 0.190023752969121 0.102192493496841 0.0853315129277242 0 0.149756645451142 0.139178844815588 0.141860069227714 0.0567061143984221 0 0.18796992481203 0.0334224598930481 0.18543701322784 0 0.189291508923743 0.17603696776323 0.178359096313912 0.149756645451142 0.149756645451142
"around" 0.195665261890427 0 0 0 0.127206645898235 0.204627013819959 0 0.158856235107228 0.154541131716595 0.167112299465241 0.154614652711703 0.166034155597723 0.165935759156098 0.171758066494909 0.152725563909774 0 0.166389351081531 0.160712078130795 0.195665261890427 0.154394299287411 0.0836120401337793 0.0682652103421794 0 0.112317484088356 0.0856485198865157 0.170232083073257 0.0936883629191322 0 0.152725563909774 0.167112299465241 0.160712078130795 0 0.121687398593835 0.143030036307625 0.166468489892985 0.112317484088356 0.112317484088356
"catacombs" 0 0 0 0 0.158359293873313 0.012216538138505 0 0.301826846703733 0 0 0 0 0 0 0 0 0 0 0 0 0 0.82202690787041 0 0 0 0 0.379684418145957 0 0 0 0 0 0.75716603569497 0 0 0 0
"about" 0.105358217940999 0 0 0 0.127206645898235 0.196991677483393 0 0.127084988085782 0.14265335235378 0.0668449197860963 0.142721217887726 0.142314990512334 0.142230650705227 0.134952766531714 0.140977443609023 0 0.130734490135488 0.13598714303375 0.105358217940999 0.142517814726841 0.371609067261241 0.193418095969508 0 0.149756645451142 0.0802954873936085 0.102139249843954 0.0493096646942801 0 0.140977443609023 0.0668449197860963 0.13598714303375 0 0.0946457544618713 0.132027725822423 0.130796670630202 0.149756645451142 0.149756645451142
"go" 0.142986152919928 0.0878992089071198 0.0878992089071198 0.0878992089071198 0.103842159916926 0.12216538138505 0 0.11119936457506 0.154541131716595 0.300802139037433 0.154614652711703 0.154174573055028 0.154083204930663 0.159489633173844 0.152725563909774 0 0.15450439743285 0.160712078130795 0.142986152919928 0.154394299287411 0.0743218134522482 0.0568876752851495 0 0.187195806813927 0.203415234730475 0.124836860920388 0.0912228796844181 0 0.152725563909774 0.300802139037433 0.160712078130795 0 0.0946457544618713 0.143030036307625 0.154577883472057 0.187195806813927 0.187195806813927
"alike" 0.112883804936785 0 0 0 0.0752855659397716 0.00305413453462625 0 0.222398729150119 0.344745601521636 0.334224598930481 0.344909609895338 0.177893738140417 0.177788313381534 0.184026499815973 0.340695488721804 0 0.178274304730212 0.18543701322784 0.112883804936785 0.344418052256532 0.130063173541434 0.0398213726996046 0 0.140396855110446 0.449654729404207 0.0851160415366283 0.0714990138067061 0 0.340695488721804 0.334224598930481 0.18543701322784 0 0.0135208220659816 0.319067004070855 0.178359096313912 0.140396855110446 0.140396855110446
"r" 0.00752558699578567 0.747143275710519 0.747143275710519 0.747143275710519 0.00778816199376947 0.0061082690692525 0 0 0.011887779362815 0 0.0118934348239772 0 0 0 0.0117481203007519 0 0 0 0.00752558699578567 0.0118764845605701 0.00929022668153103 0.679807719657536 0 0.0280793710220891 0.0107060649858145 0.00567440276910855 0.00493096646942801 0 0.0117481203007519 0 0 0 0 0.0110023104852019 0 0.0280793710220891 0.0280793710220891
"long" 0.17308850090307 0 0 0 0.0934579439252336 0.0503932198213331 0 0.174741858617951 0.178316690442225 0.233957219251337 0.178401522359657 0.177893738140417 0.177788313381534 0.171758066494909 0.176221804511278 0 0.178274304730212 0.160712078130795 0.17308850090307 0.178147268408551 0.195094760312152 0.227550701140598 0 0.159116435791838 0.123119747336866 0.153208874765931 0.0542406311637081 0 0.176221804511278 0.233957219251337 0.160712078130795 0 0.175770686857761 0.187039278248432 0.178359096313912 0.159116435791838 0.159116435791838
"w" 0.0978326309452137 0.446820978611193 0.446820978611193 0.446820978611193 0.033748701973001 0.0137436054058181 0 0.079428117553614 0.106990014265335 0.200534759358289 0.107040913415794 0.0830170777988615 0.0829678795780491 0.0858790332474543 0.117481203007519 0 0.0831946755407654 0.0247249350970454 0.0978326309452137 0.106888361045131 0.0278706800445931 0.0796427453992093 0 0.112317484088356 0.59953963920561 0.153208874765931 0.027120315581854 0 0.117481203007519 0.200534759358289 0.0247249350970454 0 0.0811249323958897 0.121025415337221 0.0832342449464923 0.112317484088356 0.112317484088356
"any" 0.112883804936785 0.00732493407559332 0.00732493407559332 0.00732493407559332 0.116822429906542 0.245857830037413 0 0 0.0356633380884451 0 0.0356803044719315 0.047438330170778 0.0355576626763067 0.0368052999631947 0.0352443609022556 0 0.0475398145947231 0.0370874026455681 0.112883804936785 0.0356294536817102 0.0371609067261241 0.631453195665159 0 0.0467989517034818 0.0321181949574434 0.0964648470748454 0.0443786982248521 0 0.0352443609022556 0 0.0370874026455681 0 0 0.0440092419408076 0.0475624256837099 0.0467989517034818 0.0467989517034818
"chamber" 0.233293196869356 0 0 0 0.116822429906542 0.0137436054058181 0 0.317712470214456 0.14265335235378 0.233957219251337 0.142721217887726 0.118595825426945 0.118525542254356 0.122684333210649 0.140977443609023 0 0.118849536486808 0.123624675485227 0.233293196869356 0.142517814726841 0.157933853586027 0.261683306311688 0 0.112317484088356 0.149884909801402 0.181580888611474 0.0813609467455621 0 0.140977443609023 0.233957219251337 0.123624675485227 0 0.41914548404543 0.132027725822423 0.118906064209275 0.112317484088356 0.112317484088356
"above" 0.165562913907285 0.00732493407559332 0.00732493407559332 0.00732493407559332 0.119418483904465 0.0931511033061006 0 0.254169976171565 0.16642891107941 0.200534759358289 0.16650808753568 0.154174573055028 0.154083204930663 0.159489633173844 0.164473684210526 0 0.15450439743285 0.160712078130795 0.165562913907285 0.166270783847981 0.0929022668153103 0.164974258326933 0.112739571589628 0.140396855110446 0.112413682351052 0.130511263689497 0.0665680473372781 0 0.164473684210526 0.200534759358289 0.160712078130795 0 0.229853975121687 0.154032346792826 0.154577883472057 0.140396855110446 0.140396855110446
"only" 0.142986152919928 0 0 0 0.212876427829699 0.148125524929373 0 0.0953137410643368 0.11887779362815 0.0668449197860963 0.118934348239772 0.166034155597723 0.177788313381534 0.134952766531714 0.117481203007519 0 0.166389351081531 0.13598714303375 0.142986152919928 0.118764845605701 0.204384986993683 0.0967090479847541 0.112739571589628 0.131037064769749 0.101707617365237 0.141860069227714 0.0739644970414201 0 0.117481203007519 0.0668449197860963 0.13598714303375 0 0.0946457544618713 0.110023104852019 0.166468489892985 0.131037064769749 0.131037064769749
"over" 0.195665261890427 0.00732493407559332 0.00732493407559332 0.00732493407559332 0.0882658359293873 0.148125524929373 0 0.174741858617951 0.130765572990965 0.233957219251337 0.130827783063749 0.154174573055028 0.154083204930663 0.159489633173844 0.129229323308271 0 0.15450439743285 0.148349610582272 0.195665261890427 0.130641330166271 0.111482720178372 0.0711095941064368 0 0.140396855110446 0.069589422407794 0.243999319071668 0.0641025641025641 0 0.129229323308271 0.233957219251337 0.148349610582272 0 0.148729042725798 0.132027725822423 0.154577883472057 0.140396855110446 0.140396855110446
"different" 0.0903070439494281 0 0 0 0.0649013499480789 0.0183248072077575 0 0.174741858617951 0.273418925344746 0.0334224598930481 0.273549000951475 0.142314990512334 0.142230650705227 0.147221199852779 0.270206766917293 0 0.142619443784169 0.148349610582272 0.0903070439494281 0.273159144893112 0.0836120401337793 0.0284438376425747 0 0.112317484088356 0.733365451528291 0.0737672359984112 0.0616370808678501 0 0.270206766917293 0.0334224598930481 0.148349610582272 0 0.148729042725798 0.253053141159644 0.14268727705113 0.112317484088356 0.112317484088356
"too" 0.150511739915713 0.02197480222678 0.02197480222678 0.02197480222678 0.160955347871236 0.303886386195312 0 0.0635424940428912 0.0832144555397052 0.0668449197860963 0.0832540437678402 0.094876660341556 0.0948204338034846 0.0736105999263894 0.0822368421052632 0 0.0950796291894462 0.0618123377426134 0.150511739915713 0.0831353919239905 0.0557413600891862 0.0597320590494069 0 0.0655185323848746 0.112413682351052 0.113488055382171 0.0591715976331361 0 0.0822368421052632 0.0668449197860963 0.0618123377426134 0 0.0540832882639264 0.0770161733964132 0.0951248513674197 0.0655185323848746 0.0655185323848746
"away" 0.112883804936785 0 0 0 0.114226375908619 0.129800717721616 0 0.079428117553614 0.154541131716595 0.133689839572193 0.154614652711703 0.189753320683112 0.201493421832405 0.208563366458103 0.152725563909774 0 0.190159258378892 0.18543701322784 0.112883804936785 0.154394299287411 0.0557413600891862 0.0398213726996046 0 0.159116435791838 0.123119747336866 0.113488055382171 0.0961538461538462 0 0.152725563909774 0.133689839572193 0.18543701322784 0 0.0676041103299081 0.143030036307625 0.202140309155767 0.159116435791838 0.159116435791838
"its" 0.0301023479831427 0.0366246703779666 0.0366246703779666 0.0366246703779666 0.124610591900312 0.279453309918302 0 0.079428117553614 0.0832144555397052 0.0334224598930481 0.0832540437678402 0.0830170777988615 0.0829678795780491 0.0858790332474543 0.0822368421052632 0 0.0831946755407654 0.0865372728396588 0.0301023479831427 0.0831353919239905 0.297287253808993 0.125152885627329 0.450958286358512 0.10295769374766 0.069589422407794 0.0397208193837599 0.0764299802761341 0 0.0822368421052632 0.0334224598930481 0.0865372728396588 0 0.0540832882639264 0.0770161733964132 0.0832342449464923 0.10295769374766 0.10295769374766
"open" 0.127934978928356 0.0146498681511866 0.0146498681511866 0.0146498681511866 0.186915887850467 0.105367641444606 0 0.0476568705321684 0.106990014265335 0.200534759358289 0.107040913415794 0.130455407969639 0.130378096479791 0.110415899889584 0.105733082706767 0 0.130734490135488 0.13598714303375 0.127934978928356 0.106888361045131 0.0929022668153103 0.170663025855448 0 0.0655185323848746 0.19270916974466 0.124836860920388 0.0887573964497041 0 0.105733082706767 0.200534759358289 0.13598714303375 0 0.0405624661979448 0.132027725822423 0.130796670630202 0.0655185323848746 0.0655185323848746
"me" 0.0752558699578567 0.212423088192206 0.212423088192206 0.212423088192206 0.132398753894081 0.177139803008323 0 0 0.130765572990965 0.0334224598930481 0.130827783063749 0.130455407969639 0.130378096479791 0.134952766531714 0.129229323308271 0 0.130734490135488 0.13598714303375 0.0752558699578567 0.130641330166271 0 0.0113775350570299 0.338218714768884 0.10295769374766 0.0642363899148868 0.0794416387675197 0.0739644970414201 0 0.129229323308271 0.0334224598930481 0.13598714303375 0 0 0.099020794366817 0.130796670630202 0.10295769374766 0.10295769374766
"what" 0.105358217940999 0 0 0 0.137590861889927 0.229060090096969 0 0.0635424940428912 0.106990014265335 0.167112299465241 0.107040913415794 0.154174573055028 0.154083204930663 0.110415899889584 0.105733082706767 0 0.15450439743285 0.123624675485227 0.105358217940999 0.106888361045131 0.00929022668153103 0.0426657564638621 0.112739571589628 0.112317484088356 0.0481772924361651 0.107813652613062 0.0961538461538462 0 0.105733082706767 0.167112299465241 0.123624675485227 0 0.0405624661979448 0.099020794366817 0.154577883472057 0.112317484088356 0.112317484088356
"troll" 0.112883804936785 0.0146498681511866 0.0146498681511866 0.0146498681511866 0.0571131879543094 0.0320684126135756 0 0.0158856235107228 0.14265335235378 0 0.142721217887726 0.177893738140417 0.177788313381534 0.184026499815973 0.140977443609023 0 0.178274304730212 0.18543701322784 0.112883804936785 0.142517814726841 0.0929022668153103 0.0455101402281196 0 0.149756645451142 0.139178844815588 0.124836860920388 0.28353057199211 0 0.140977443609023 0 0.18543701322784 0 0.0540832882639264 0.132027725822423 0.178359096313912 0.149756645451142 0.149756645451142
"exit" 0.0978326309452137 0.00732493407559332 0.00732493407559332 0.00732493407559332 0.160955347871236 0.0320684126135756 0 0.142970611596505 0.106990014265335 0.0668449197860963 0.107040913415794 0.10673624288425 0.10667298802892 0.110415899889584 0.105733082706767 0 0.106964582838127 0.111262207936704 0.0978326309452137 0.106888361045131 0.111482720178372 0.159285490798419 0 0.10295769374766 0.0481772924361651 0.374510582761164 0.167652859960552 0 0.105733082706767 0.0668449197860963 0.111262207936704 0 0.135208220659816 0.099020794366817 0.107015457788347 0.10295769374766 0.10295769374766
"would" 0.105358217940999 0 0 0 0.116822429906542 0.250439031839353 0 0.079428117553614 0.11887779362815 0.133689839572193 0.118934348239772 0.118595825426945 0.118525542254356 0.110415899889584 0.117481203007519 0 0.118849536486808 0.111262207936704 0.105358217940999 0.118764845605701 0.0836120401337793 0.0597320590494069 0.225479143179256 0.112317484088356 0.0642363899148868 0.0907904443057368 0.0419132149901381 0 0.117481203007519 0.133689839572193 0.111262207936704 0 0.0811249323958897 0.110023104852019 0.118906064209275 0.112317484088356 0.112317484088356
"stream" 0.120409391932571 0.00732493407559332 0.00732493407559332 0.00732493407559332 0.0649013499480789 0.0916240360387875 0 0.142970611596505 0.14265335235378 0.233957219251337 0.142721217887726 0.118595825426945 0.118525542254356 0.122684333210649 0.140977443609023 0 0.118849536486808 0.13598714303375 0.120409391932571 0.142517814726841 0.0836120401337793 0.238928236197628 0 0.121677274429053 0.0963545848723302 0.124836860920388 0.0517751479289941 0 0.140977443609023 0.233957219251337 0.13598714303375 0 0.135208220659816 0.143030036307625 0.118906064209275 0.121677274429053 0.121677274429053
"bottle" 0.203190848886213 0.00732493407559332 0.00732493407559332 0.00732493407559332 0.0285565939771547 0.00916240360387875 0 0 0.14265335235378 0.133689839572193 0.142721217887726 0.142314990512334 0.142230650705227 0.147221199852779 0.140977443609023 0 0.142619443784169 0.160712078130795 0.203190848886213 0.142517814726841 0.139353400222965 0.0767983616349518 0 0.131037064769749 0.289063754616991 0.187255291380582 0.16025641025641 0 0.140977443609023 0.133689839572193 0.160712078130795 0 0 0.132027725822423 0.14268727705113 0.131037064769749 0.131037064769749
"lead" 0.067730282962071 0 0 0 0.446521287642783 0.00763533633656563 0 0.444797458300238 0.0832144555397052 0.100267379679144 0.0832540437678402 0.071157495256167 0.0711153253526135 0.0736105999263894 0.0822368421052632 0 0.0713097218920846 0.0741748052911361 0.067730282962071 0.0831353919239905 0.0743218134522482 0.130841653155844 0 0.0561587420441782 0.0374712274503506 0.0737672359984112 0.125739644970414 0 0.0822368421052632 0.100267379679144 0.0741748052911361 0 0.162249864791779 0.0770161733964132 0.0713436385255648 0.0561587420441782 0.0561587420441782
"crawl" 0.135460565924142 0.00732493407559332 0.00732493407559332 0.00732493407559332 0.0519210799584631 0.0137436054058181 0 0.222398729150119 0.178316690442225 0.334224598930481 0.178401522359657 0.154174573055028 0.154083204930663 0.159489633173844 0.176221804511278 0 0.15450439743285 0.160712078130795 0.135460565924142 0.178147268408551 0.120772946859903 0.0739539778706943 0 0.131037064769749 0.112413682351052 0.181580888611474 0.0813609467455621 0 0.176221804511278 0.334224598930481 0.160712078130795 0 0.216333153055706 0.165034657278028 0.154577883472057 0.131037064769749 0.131037064769749
"bridge" 0.105358217940999 0 0 0 0.0700934579439252 0.0748262960983431 0 0 0.11887779362815 0.0334224598930481 0.118934348239772 0.118595825426945 0.118525542254356 0.122684333210649 0.117481203007519 0 0.118849536486808 0.123624675485227 0.105358217940999 0.118764845605701 0.195094760312152 0.219017549847825 0 0.0935979034069637 0.128472779829774 0.187255291380582 0.0912228796844181 0 0.117481203007519 0.0334224598930481 0.123624675485227 0 0 0.110023104852019 0.118906064209275 0.0935979034069637 0.0935979034069637
"dark" 0.0978326309452137 0.00732493407559332 0.00732493407559332 0.00732493407559332 0.150571131879543 0.164923264869818 0 0.127084988085782 0.0832144555397052 0.0334224598930481 0.0832540437678402 0.094876660341556 0.0948204338034846 0.0981474665685192 0.0822368421052632 0 0.0950796291894462 0.0988997403881815 0.0978326309452137 0.0831353919239905 0.0836120401337793 0.0767983616349518 0 0.10295769374766 0.0749424549007012 0.0964648470748454 0.101084812623274 0 0.0822368421052632 0.0334224598930481 0.0988997403881815 0 0.135208220659816 0.0770161733964132 0.0951248513674197 0.10295769374766 0.10295769374766
"door" 0.263395544852498 0.00732493407559332 0.00732493407559332 0.00732493407559332 0.0726895119418484 0.123692448652363 0 0 0.0594388968140751 0.0668449197860963 0.0594671741198858 0.071157495256167 0.0711153253526135 0.0736105999263894 0.0587406015037594 0 0.0713097218920846 0.0741748052911361 0.263395544852498 0.0593824228028504 0.0929022668153103 0.156441107034161 0 0.0561587420441782 0.133825812322681 0.27237133291721 0.0887573964497041 0 0.0587406015037594 0.0668449197860963 0.0741748052911361 0 0 0.0550115524260095 0.0713436385255648 0.0561587420441782 0.0561587420441782
"else" 0 0 0 0 0.0129802699896158 0.0229060090096969 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00853315129277242 0 0 0.069589422407794 0.00567440276910855 1.0034516765286 0 0 0 0 0 0.0135208220659816 0 0 0 0
"like" 0.0978326309452137 0 0 0 0.122014537902388 0.189356341146828 0 0.079428117553614 0.0713266761768902 0.133689839572193 0.071360608943863 0.0830170777988615 0.0829678795780491 0.0736105999263894 0.0704887218045113 0 0.0831946755407654 0.0741748052911361 0.0978326309452137 0.0712589073634204 0.130063173541434 0.116619734334556 0 0.0655185323848746 0.112413682351052 0.0964648470748454 0.0739644970414201 0 0.0704887218045113 0.133689839572193 0.0741748052911361 0 0.0676041103299081 0.0660138629112113 0.0832342449464923 0.0655185323848746 0.0655185323848746
"so" 0.067730282962071 0.139173747436273 0.139173747436273 0.139173747436273 0.0908618899273105 0.19546461021608 0 0.0317712470214456 0.0832144555397052 0 0.0832540437678402 0.0830170777988615 0.0829678795780491 0.0858790332474543 0.0704887218045113 0 0.0831946755407654 0.0741748052911361 0.067730282962071 0.0831353919239905 0.0278706800445931 0.0369769889353472 0.112739571589628 0.131037064769749 0.0802954873936085 0.0624184304601941 0.0665680473372781 0 0.0704887218045113 0 0.0741748052911361 0 0.0405624661979448 0.0660138629112113 0.0832342449464923 0.131037064769749 0.131037064769749
